회차,번호1,번호2,번호3,번호4,번호5,번호6,보너스,1등 당첨금,1등 당첨수,2등 당첨금,2등 당첨수
60,2,8,25,36,39,42,11,"2,172,504,600",7,"93,873,600",27
59,6,29,36,39,41,45,13,"4,127,587,300",4,"119,640,200",23
58,10,24,25,33,40,44,1,"3,676,429,200",4,"62,844,900",39
57,7,10,16,25,29,44,6,"4,114,411,900",4,"109,717,600",25
56,10,14,30,31,33,37,19,"3,777,570,900",4,"86,840,700",29
55,17,21,31,37,40,44,7,"7,088,799,600",2,"98,455,500",24
54,1,8,21,27,36,39,37,"5,148,626,600",3,"171,620,800",15
53,7,8,14,32,33,39,42,"5,014,371,000",3,"100,287,400",25
52,2,4,15,16,20,29,1,"3,900,844,900",4,"200,043,300",13
51,2,3,11,16,26,44,35,"2,421,117,000",6,"93,119,800",26
50,2,10,12,15,22,44,1,"5,227,061,400",3,"186,680,700",14
49,4,7,16,19,33,40,30,"1,967,504,600",7,"46,845,300",49
48,6,10,18,26,37,38,3,"2,415,673,600",6,"96,626,900",25
47,14,17,26,31,36,45,27,"3,250,042,400",5,"246,215,300",11
46,8,13,15,23,31,38,39,"5,327,758,800",3,"68,304,600",39
45,1,10,20,27,33,35,17,"8,356,417,800",2,"103,165,600",27
44,3,11,21,30,38,45,39,"3,362,155,800",5,"121,817,200",23
43,6,31,35,38,39,44,1,"17,749,630,800",1,"140,870,000",21
42,17,18,19,21,23,32,1,"6,899,280,100",6,"131,479,800",35
41,13,20,23,35,38,43,34,0,0,"109,404,000",21
40,7,13,18,19,25,26,6,"1,147,652,400",13,"56,513,100",44
39,6,7,13,15,21,43,8,"2,623,748,800",6,"104,949,900",25
38,16,17,22,30,37,43,36,"5,374,866,400",3,"149,301,800",18
37,7,27,30,33,35,37,42,"4,985,999,400",3,"124,649,900",20
36,1,10,23,26,28,40,31,"16,014,475,800",1,"140,477,800",19
35,2,3,11,26,37,43,39,"5,054,598,200",3,"105,304,100",24
34,9,26,35,37,40,42,2,"3,056,918,000",5,"56,609,500",45
33,4,7,32,33,40,41,9,"14,903,517,600",1,"60,583,400",41
32,6,14,19,25,34,44,11,"1,634,528,300",10,"55,596,200",49
31,7,9,18,23,28,35,32,"8,106,672,900",2,"93,180,100",29
30,8,17,20,35,36,44,4,"8,728,555,500",2,"132,250,800",22
29,1,5,13,34,39,40,11,"3,552,594,000",5,"174,146,700",17
28,9,18,23,25,35,37,1,"1,700,361,100",10,"128,815,200",22
27,1,20,26,28,37,43,27,"9,543,982,500",2,"198,832,900",16
26,4,5,7,18,20,25,31,"3,495,069,900",5,"74,680,900",39
25,2,4,21,26,43,44,16,"24,227,745,300",2,"175,267,400",28
24,7,8,27,29,36,43,6,0,0,"176,023,700",18
23,5,13,17,18,33,42,44,"4,317,947,700",4,"125,157,900",23
22,4,5,6,8,17,39,25,"4,552,194,900",4,"94,837,300",32
21,6,12,17,18,31,32,21,"797,475,400",23,"117,576,500",26
20,10,14,18,20,23,30,41,"19,352,212,800",1,"230,383,400",14
19,6,30,38,39,40,43,26,"40,722,959,400",1,"297,278,500",14
18,3,12,13,19,32,35,29,0,0,"175,017,300",15
17,3,4,9,17,32,37,1,"5,349,491,200",3,"297,193,900",9
16,6,7,24,37,38,40,33,"4,377,146,100",4,"243,174,700",12
15,3,4,16,30,31,37,13,"17,014,245,000",1,"177,231,700",16
14,2,6,12,31,33,40,15,"9,375,048,300",4,"130,363,400",28
13,22,23,25,37,38,42,26,0,0,"433,309,300",6
12,2,11,21,25,39,45,44,"1,348,845,700",12,"99,914,400",27
11,1,7,36,37,41,42,14,"4,780,152,300",5,"362,132,700",11
10,9,25,30,33,41,44,6,"6,430,437,900",13,"40,813,400",236
9,2,4,16,17,36,39,14,0,0,"769,456,500",4
8,8,19,25,34,37,39,9,0,0,"131,555,000",6
7,2,9,16,25,26,40,42,0,0,"48,165,000",9
6,14,15,26,27,40,42,34,"6,574,451,700",1,"196,297,600",3
5,16,24,29,40,41,42,3,0,0,0,0
4,14,27,30,31,40,42,2,0,0,"211,191,200",1
3,11,16,19,21,27,31,30,"2,000,000,000",1,0,0
2,9,13,21,25,32,42,2,"2,002,006,800",1,"94,866,800",2
1,10,23,29,33,37,40,16,0,0,"143,934,100",1
